"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","arrests_B_pct","arrests_W_pct","pct_arrests","pct_black_arrests","pct_white_arrests","SIR","SIR_B","SIR_W"
"21",10300,2012,391,196,587,37,129,4821,2246,2427,0.465878448,0.503422526,0.665985351728837,0.333844319536706,0.121756445624443,0.161097606196696,0.0872623658786341,3.56150265627942,4.70955035885645,2.55080130143626
"22",10300,2013,470,140,612,37,129,5419,2204,3050,0.406717106,0.562834471,0.767848390785819,0.22872079725535,0.112933882009928,0.154093308416118,0.0635179892019418,3.30364712679388,4.50585639141463,1.85667540923137
"23",10300,2014,346,115,461,37,129,4882,2175,2620,0.445514134,0.536665301,0.750379527217523,0.249403600086749,0.0944265787263677,0.132056028395863,0.0528711323617305,2.76209585119274,3.86087558727414,1.54543391807305
"24",10300,2015,325,150,477,37,129,5161,2398,2669,0.464638636,0.51714784,0.681198910081744,0.314399496960805,0.0924221580670787,0.121763890449964,0.0625495183687086,2.70354860694292,3.56003841191454,1.82855580234418
"25",10300,2016,397,131,536,37,129,5703,2812,2786,0.493073821,0.488514817,0.740533482559224,0.244357396008207,0.0939839736283775,0.142493090700262,0.0465844031151097,2.74937813449475,4.16628783156323,1.36207201161344
"26",10300,2017,321,129,454,37,129,5635,2589,2962,0.459449867,0.525643301,0.706892754899802,0.284078396828892,0.0805664495749853,0.10836906248945,0.0498242632575026,2.35685194026533,3.16874240702091,1.45667563798412
"27",10300,2018,378,128,513,37,129,5902,2715,3137,0.460013555,0.531514741,0.736698499317872,0.249464042097057,0.0869182155503973,0.120493449364062,0.0471437516113587,2.54272110357575,3.52345034642457,1.37837723789589
"28",10400,2010,93,140,233,37,129,2786,2372,225,0.851399856,0.080760948,0.398970398970399,0.600600600600601,0.083629446179247,0.413149711239449,0.0590194342565659,2.44520167444391,11.9421741750043,1.72533600700606
"29",10400,2011,76,104,184,37,129,2726,2342,235,0.859134263,0.086206897,0.412819120043455,0.564910374796306,0.0674956898132864,0.323266695023394,0.0444045941676273,1.97343040715558,9.349019721549,1.29807542408047
"30",10400,2012,58,78,137,37,129,2819,2565,190,0.909897127,0.067399787,0.423048869438366,0.568927789934355,0.0485970699868752,0.305102577590742,0.0304081712213949,1.42092351741351,8.79895854835343,0.889012447464017
"31",10400,2013,49,96,148,37,129,3033,2802,176,0.923837784,0.058028355,0.330857528696826,0.648210668467252,0.0487949622498434,0.278250993753549,0.0342600192712608,1.42681050696176,8.01523981359185,1.001718236338
